REF_DATE,GEO,DGUID,Age.at.time.of.death,Sex,Leading.causes.of.death..ICD.10.,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,1060,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,930,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",Number of deaths,Number,223,units,0,v41341128,1.1.1.44.2,1037,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Rank of leading causes of death,Number,223,units,0,v1299900837,1.1.1.52.1,NA,..,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Rank of leading causes of death,Number,223,units,0,v1299900837,1.1.1.52.1,NA,..,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Rank of leading causes of death,Number,223,units,0,v1299900837,1.1.1.52.1,NA,..,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Rank of leading causes of death,Number,223,units,0,v1299900837,1.1.1.52.1,4,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Rank of leading causes of death,Number,223,units,0,v1299900837,1.1.1.52.1,4,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Rank of leading causes of death,Number,223,units,0,v1299900837,1.1.1.52.1,3,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Number of deaths,Number,223,units,0,v1299900838,1.1.1.52.2,NA,..,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Number of deaths,Number,223,units,0,v1299900838,1.1.1.52.2,NA,..,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Number of deaths,Number,223,units,0,v1299900838,1.1.1.52.2,NA,..,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Number of deaths,Number,223,units,0,v1299900838,1.1.1.52.2,15890,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Number of deaths,Number,223,units,0,v1299900838,1.1.1.52.2,14466,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"COVID-19 [U07.1, U07.2, U10.9]",Number of deaths,Number,223,units,0,v1299900838,1.1.1.52.2,19716,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,4,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,4,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,5,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,4,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,3,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,3,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,3,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,3,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,3,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Rank of leading causes of death,Number,223,units,0,v41341129,1.1.1.45.1,4,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,8521,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,9050,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,9047,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,8986,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,9506,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,9640,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,9951,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,10234,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,10250,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,10866,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,10961,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,11290,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,11452,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,11724,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,11833,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,12524,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,15034,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,15855,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,15527,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,16818,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,19257,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",Number of deaths,Number,223,units,0,v41341130,1.1.1.45.2,18365,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,9,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,9,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,9,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,9,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,9,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,10,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,10,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,10,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,"Intentional self-harm (suicide) [X60-X84, Y87.0]",Rank of leading causes of death,Number,223,units,0,v41341131,1.1.1.46.1,9,,NA,NA,0
