Year,Leading_Cause_Death,Ranking,Number_Death
2020,Nutritional deficiencies [E40-E64],23,0
2021,Nutritional deficiencies [E40-E64],24,0
2022,Nutritional deficiencies [E40-E64],18,0
2018,"Meningitis [G00, G03]",21,0
2019,"Meningitis [G00, G03]",23,0
2020,"Meningitis [G00, G03]",23,0
2021,"Meningitis [G00, G03]",24,0
2022,"Meningitis [G00, G03]",18,0
2018,Parkinson's disease [G20-G21],15,1
2019,Parkinson's disease [G20-G21],23,0
2020,Parkinson's disease [G20-G21],10,4
2021,Parkinson's disease [G20-G21],24,0
2022,Parkinson's disease [G20-G21],13,1
2018,Alzheimer's disease [G30],15,1
2019,Alzheimer's disease [G30],13,1
2020,Alzheimer's disease [G30],13,2
2021,Alzheimer's disease [G30],16,1
2022,Alzheimer's disease [G30],18,0
2018,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,43
2019,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,27
2020,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,47
2021,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,47
2022,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,57
2018,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",21,0
2019,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",13,1
2020,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",23,0
2021,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",10,4
2022,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",11,2
2018,Cerebrovascular diseases [I60-I69],5,7
2019,Cerebrovascular diseases [I60-I69],6,7
2020,Cerebrovascular diseases [I60-I69],7,9
2021,Cerebrovascular diseases [I60-I69],4,16
2022,Cerebrovascular diseases [I60-I69],7,7
2018,Atherosclerosis [I70],21,0
2019,Atherosclerosis [I70],23,0
2020,Atherosclerosis [I70],18,1
2021,Atherosclerosis [I70],16,1
2022,Atherosclerosis [I70],18,0
2018,Aortic aneurysm and dissection [I71],21,0
2019,Aortic aneurysm and dissection [I71],10,2
2020,Aortic aneurysm and dissection [I71],18,1
2021,Aortic aneurysm and dissection [I71],24,0
2022,Aortic aneurysm and dissection [I71],18,0
2018,Influenza and pneumonia [J09-J18],10,5
2019,Influenza and pneumonia [J09-J18],8,4
2020,Influenza and pneumonia [J09-J18],8,8
2021,Influenza and pneumonia [J09-J18],7,10
2022,Influenza and pneumonia [J09-J18],9,5
2018,Acute bronchitis and bronchiolitis [J20-J21],21,0
2019,Acute bronchitis and bronchiolitis [J20-J21],23,0
2020,Acute bronchitis and bronchiolitis [J20-J21],23,0
2021,Acute bronchitis and bronchiolitis [J20-J21],24,0
2022,Acute bronchitis and bronchiolitis [J20-J21],18,0
2018,Chronic lower respiratory diseases [J40-J47],5,7
2019,Chronic lower respiratory diseases [J40-J47],4,10
2020,Chronic lower respiratory diseases [J40-J47],4,14
2021,Chronic lower respiratory diseases [J40-J47],9,8
2022,Chronic lower respiratory diseases [J40-J47],6,8
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",21,0
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",23,0
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",23,0
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",24,0
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",18,0
2018,Pneumonitis due to solids and liquids [J69],11,3
2019,Pneumonitis due to solids and liquids [J69],13,1
2020,Pneumonitis due to solids and liquids [J69],23,0
2021,Pneumonitis due to solids and liquids [J69],14,2
2022,Pneumonitis due to solids and liquids [J69],11,2
2018,Peptic ulcer [K25-K28],21,0
2019,Peptic ulcer [K25-K28],13,1
2020,Peptic ulcer [K25-K28],23,0
2021,Peptic ulcer [K25-K28],16,1
2022,Peptic ulcer [K25-K28],18,0
2018,Diseases of appendix [K35-K38],21,0
2019,Diseases of appendix [K35-K38],23,0
2020,Diseases of appendix [K35-K38],23,0
2021,Diseases of appendix [K35-K38],24,0
2022,Diseases of appendix [K35-K38],18,0
2018,Hernia [K40-K46],11,3
2019,Hernia [K40-K46],13,1
2020,Hernia [K40-K46],23,0
2021,Hernia [K40-K46],24,0
2022,Hernia [K40-K46],18,0
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",5,7
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",7,5
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",5,10
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",6,13
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",13,1
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],21,0
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],23,0
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],13,2
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],16,1
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],18,0
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",9,6
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",23,0
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",10,4
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,3
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",7,7
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",21,0
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",23,0
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",23,0
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",24,0
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",18,0
2018,Hyperplasia of prostate [N40],21,0
2019,Hyperplasia of prostate [N40],23,0
2020,Hyperplasia of prostate [N40],23,0
2021,Hyperplasia of prostate [N40],24,0
2022,Hyperplasia of prostate [N40],18,0
2018,Inflammatory diseases of female pelvic organs [N70-N76],21,0
2019,Inflammatory diseases of female pelvic organs [N70-N76],23,0
2020,Inflammatory diseases of female pelvic organs [N70-N76],23,0
2021,Inflammatory diseases of female pelvic organs [N70-N76],24,0
2022,Inflammatory diseases of female pelvic organs [N70-N76],18,0
2018,"Pregnancy, childbirth and the puerperium [O00-O99]",21,0
2019,"Pregnancy, childbirth and the puerperium [O00-O99]",23,0
2020,"Pregnancy, childbirth and the puerperium [O00-O99]",23,0
2021,"Pregnancy, childbirth and the puerperium [O00-O99]",24,0
2022,"Pregnancy, childbirth and the puerperium [O00-O99]",18,0
2018,Certain conditions originating in the perinatal period [P00-P96],15,1
2019,Certain conditions originating in the perinatal period [P00-P96],13,1
2020,Certain conditions originating in the perinatal period [P00-P96],13,2
2021,Certain conditions originating in the perinatal period [P00-P96],16,1
2022,Certain conditions originating in the perinatal period [P00-P96],13,1
2018,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",11,3
2019,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",23,0
2020,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",10,4
2021,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",14,2
2022,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",18,0
2018,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2019,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2020,"COVID-19 [U07.1, U07.2, U10.9]",23,0
2021,"COVID-19 [U07.1, U07.2, U10.9]",4,16
2022,"COVID-19 [U07.1, U07.2, U10.9]",4,18
2018,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,18
2019,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2,27
2020,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,23
2021,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,32
2022,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",5,17
2018,"Intentional self-harm (suicide) [X60-X84, Y87.0]",4,12
2019,"Intentional self-harm (suicide) [X60-X84, Y87.0]",5,8
2020,"Intentional self-harm (suicide) [X60-X84, Y87.0]",9,5
2021,"Intentional self-harm (suicide) [X60-X84, Y87.0]",7,10
2022,"Intentional self-harm (suicide) [X60-X84, Y87.0]",3,20
2018,"Assault (homicide) [X85-Y09, Y87.1]",21,0
2019,"Assault (homicide) [X85-Y09, Y87.1]",10,2
2020,"Assault (homicide) [X85-Y09, Y87.1]",23,0
2021,"Assault (homicide) [X85-Y09, Y87.1]",16,1
2022,"Assault (homicide) [X85-Y09, Y87.1]",18,0
2018,"Legal intervention [Y35, Y89.0]",21,0
2019,"Legal intervention [Y35, Y89.0]",23,0
2020,"Legal intervention [Y35, Y89.0]",23,0
2021,"Legal intervention [Y35, Y89.0]",24,0
2022,"Legal intervention [Y35, Y89.0]",18,0
2018,"Operations of war and their sequelae [Y36, Y89.1]",21,0
2019,"Operations of war and their sequelae [Y36, Y89.1]",23,0
2020,"Operations of war and their sequelae [Y36, Y89.1]",23,0
2021,"Operations of war and their sequelae [Y36, Y89.1]",24,0
2022,"Operations of war and their sequelae [Y36, Y89.1]",18,0
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",15,1
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",13,1
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",23,0
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",24,0
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",13,1
2018,Other causes of death,NA,49
2019,Other causes of death,NA,61
2020,Other causes of death,NA,57
2021,Other causes of death,NA,61
2022,Other causes of death,NA,82
2018,"Total, all causes of death [A00-Y89]",NA,207
2019,"Total, all causes of death [A00-Y89]",NA,222
2020,"Total, all causes of death [A00-Y89]",NA,209
2021,"Total, all causes of death [A00-Y89]",NA,205
2022,"Total, all causes of death [A00-Y89]",NA,219
2018,Salmonella infections [A01-A02],19,0
2019,Salmonella infections [A01-A02],22,0
2020,Salmonella infections [A01-A02],16,0
2021,Salmonella infections [A01-A02],17,0
2022,Salmonella infections [A01-A02],23,0
2018,"Shigellosis and amoebiasis [A03, A06]",19,0
2019,"Shigellosis and amoebiasis [A03, A06]",22,0
2020,"Shigellosis and amoebiasis [A03, A06]",16,0
2021,"Shigellosis and amoebiasis [A03, A06]",17,0
2022,"Shigellosis and amoebiasis [A03, A06]",23,0
2018,Tuberculosis [A16-A19],19,0
2019,Tuberculosis [A16-A19],22,0
2020,Tuberculosis [A16-A19],16,0
2021,Tuberculosis [A16-A19],10,1
2022,Tuberculosis [A16-A19],10,2
2018,Whooping cough [A37],19,0
2019,Whooping cough [A37],15,1
2020,Whooping cough [A37],16,0
2021,Whooping cough [A37],17,0
2022,Whooping cough [A37],23,0
2018,"Scarlet fever and erysipelas [A38, A46]",19,0
2019,"Scarlet fever and erysipelas [A38, A46]",22,0
2020,"Scarlet fever and erysipelas [A38, A46]",16,0
2021,"Scarlet fever and erysipelas [A38, A46]",17,0
2022,"Scarlet fever and erysipelas [A38, A46]",23,0
2018,Meningococcal infection [A39],19,0
2019,Meningococcal infection [A39],22,0
2020,Meningococcal infection [A39],16,0
2021,Meningococcal infection [A39],17,0
2022,Meningococcal infection [A39],23,0
2018,Sepsis [A40-A41],19,0
2019,Sepsis [A40-A41],22,0
2020,Sepsis [A40-A41],16,0
2021,Sepsis [A40-A41],17,0
2022,Sepsis [A40-A41],10,2
2018,Syphilis [A50-A53],19,0
2019,Syphilis [A50-A53],22,0
2020,Syphilis [A50-A53],16,0
2021,Syphilis [A50-A53],17,0
2022,Syphilis [A50-A53],23,0
2018,Acute poliomyelitis [A80],19,0
2019,Acute poliomyelitis [A80],22,0
2020,Acute poliomyelitis [A80],16,0
2021,Acute poliomyelitis [A80],17,0
2022,Acute poliomyelitis [A80],23,0
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",19,0
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",22,0
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",16,0
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",17,0
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",23,0
2018,Measles [B05],19,0
2019,Measles [B05],22,0
2020,Measles [B05],16,0
2021,Measles [B05],17,0
2022,Measles [B05],23,0
2018,Viral hepatitis [B15-B19],19,0
2019,Viral hepatitis [B15-B19],22,0
2020,Viral hepatitis [B15-B19],16,0
2021,Viral hepatitis [B15-B19],17,0
2022,Viral hepatitis [B15-B19],23,0
2018,Human immunodeficiency virus [HIV] disease [B20-B24],19,0
2019,Human immunodeficiency virus [HIV] disease [B20-B24],22,0
2020,Human immunodeficiency virus [HIV] disease [B20-B24],16,0
2021,Human immunodeficiency virus [HIV] disease [B20-B24],17,0
2022,Human immunodeficiency virus [HIV] disease [B20-B24],23,0
2018,Malaria [B50-B54],19,0
2019,Malaria [B50-B54],22,0
2020,Malaria [B50-B54],16,0
2021,Malaria [B50-B54],17,0
2022,Malaria [B50-B54],23,0
2018,Malignant neoplasms [C00-C97],1,46
2019,Malignant neoplasms [C00-C97],1,52
2020,Malignant neoplasms [C00-C97],1,55
2021,Malignant neoplasms [C00-C97],1,47
2022,Malignant neoplasms [C00-C97],1,43
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",15,1
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",15,1
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",12,1
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",17,0
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",23,0
2018,Anaemias [D50-D64],19,0
2019,Anaemias [D50-D64],22,0
2020,Anaemias [D50-D64],16,0
2021,Anaemias [D50-D64],17,0
2022,Anaemias [D50-D64],10,2
2018,Diabetes mellitus [E10-E14],19,0
2019,Diabetes mellitus [E10-E14],10,3
2020,Diabetes mellitus [E10-E14],12,1
2021,Diabetes mellitus [E10-E14],17,0
2022,Diabetes mellitus [E10-E14],9,3
2018,Nutritional deficiencies [E40-E64],19,0
2019,Nutritional deficiencies [E40-E64],22,0
2020,Nutritional deficiencies [E40-E64],16,0
2021,Nutritional deficiencies [E40-E64],17,0
2022,Nutritional deficiencies [E40-E64],14,1
2018,"Meningitis [G00, G03]",15,1
2019,"Meningitis [G00, G03]",22,0
2020,"Meningitis [G00, G03]",16,0
2021,"Meningitis [G00, G03]",17,0
2022,"Meningitis [G00, G03]",14,1
2018,Parkinson's disease [G20-G21],9,2
2019,Parkinson's disease [G20-G21],15,1
2020,Parkinson's disease [G20-G21],12,1
2021,Parkinson's disease [G20-G21],8,3
2022,Parkinson's disease [G20-G21],23,0
2018,Alzheimer's disease [G30],19,0
2019,Alzheimer's disease [G30],11,2
2020,Alzheimer's disease [G30],16,0
2021,Alzheimer's disease [G30],17,0
2022,Alzheimer's disease [G30],23,0
2018,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4,20
2019,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3,22
2020,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3,18
2021,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3,17
2022,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3,20
2018,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",19,0
2019,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",15,1
2020,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",12,1
2021,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",17,0
2022,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",14,1
2018,Cerebrovascular diseases [I60-I69],7,6
2019,Cerebrovascular diseases [I60-I69],7,6
2020,Cerebrovascular diseases [I60-I69],7,4
2021,Cerebrovascular diseases [I60-I69],6,7
2022,Cerebrovascular diseases [I60-I69],6,10
2018,Atherosclerosis [I70],19,0
2019,Atherosclerosis [I70],22,0
2020,Atherosclerosis [I70],16,0
2021,Atherosclerosis [I70],17,0
2022,Atherosclerosis [I70],23,0
2018,Aortic aneurysm and dissection [I71],19,0
2019,Aortic aneurysm and dissection [I71],22,0
2020,Aortic aneurysm and dissection [I71],16,0
2021,Aortic aneurysm and dissection [I71],17,0
2022,Aortic aneurysm and dissection [I71],23,0
2018,Influenza and pneumonia [J09-J18],9,2
2019,Influenza and pneumonia [J09-J18],8,5
2020,Influenza and pneumonia [J09-J18],10,2
2021,Influenza and pneumonia [J09-J18],10,1
2022,Influenza and pneumonia [J09-J18],14,1
2018,Acute bronchitis and bronchiolitis [J20-J21],19,0
2019,Acute bronchitis and bronchiolitis [J20-J21],15,1
2020,Acute bronchitis and bronchiolitis [J20-J21],16,0
2021,Acute bronchitis and bronchiolitis [J20-J21],17,0
2022,Acute bronchitis and bronchiolitis [J20-J21],23,0
2018,Chronic lower respiratory diseases [J40-J47],5,12
2019,Chronic lower respiratory diseases [J40-J47],5,16
2020,Chronic lower respiratory diseases [J40-J47],5,9
2021,Chronic lower respiratory diseases [J40-J47],5,8
2022,Chronic lower respiratory diseases [J40-J47],4,17
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",19,0
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",22,0
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",16,0
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",17,0
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",23,0
2018,Pneumonitis due to solids and liquids [J69],19,0
2019,Pneumonitis due to solids and liquids [J69],22,0
2020,Pneumonitis due to solids and liquids [J69],16,0
2021,Pneumonitis due to solids and liquids [J69],17,0
2022,Pneumonitis due to solids and liquids [J69],14,1
2018,Peptic ulcer [K25-K28],19,0
2019,Peptic ulcer [K25-K28],15,1
2020,Peptic ulcer [K25-K28],16,0
2021,Peptic ulcer [K25-K28],10,1
2022,Peptic ulcer [K25-K28],14,1
2018,Diseases of appendix [K35-K38],19,0
2019,Diseases of appendix [K35-K38],22,0
2020,Diseases of appendix [K35-K38],16,0
2021,Diseases of appendix [K35-K38],17,0
2022,Diseases of appendix [K35-K38],23,0
2018,Hernia [K40-K46],15,1
2019,Hernia [K40-K46],22,0
2020,Hernia [K40-K46],16,0
2021,Hernia [K40-K46],17,0
2022,Hernia [K40-K46],23,0
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",9,2
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",11,2
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,2
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",17,0
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,2
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],9,2
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],15,1
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],16,0
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],17,0
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],23,0
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",9,2
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,2
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",16,0
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",9,2
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",14,1
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",19,0
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",22,0
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",16,0
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",17,0
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",23,0
2018,Hyperplasia of prostate [N40],19,0
2019,Hyperplasia of prostate [N40],22,0
2020,Hyperplasia of prostate [N40],16,0
2021,Hyperplasia of prostate [N40],17,0
2022,Hyperplasia of prostate [N40],23,0
2018,Inflammatory diseases of female pelvic organs [N70-N76],19,0
2019,Inflammatory diseases of female pelvic organs [N70-N76],22,0
2020,Inflammatory diseases of female pelvic organs [N70-N76],16,0
2021,Inflammatory diseases of female pelvic organs [N70-N76],17,0
2022,Inflammatory diseases of female pelvic organs [N70-N76],23,0
2018,"Pregnancy, childbirth and the puerperium [O00-O99]",9,2
2019,"Pregnancy, childbirth and the puerperium [O00-O99]",22,0
2020,"Pregnancy, childbirth and the puerperium [O00-O99]",16,0
2021,"Pregnancy, childbirth and the puerperium [O00-O99]",10,1
2022,"Pregnancy, childbirth and the puerperium [O00-O99]",14,1
2018,Certain conditions originating in the perinatal period [P00-P96],6,8
2019,Certain conditions originating in the perinatal period [P00-P96],6,7
2020,Certain conditions originating in the perinatal period [P00-P96],6,5
2021,Certain conditions originating in the perinatal period [P00-P96],7,4
2022,Certain conditions originating in the perinatal period [P00-P96],7,7
2018,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",15,1
